ID,MEMBER_ID,COMMENT
a2p1U000000RoxkQAC,0011U00000rhyVXQAY,I can't recommend XYZ unless the person has that insurance.
a2p3g000000LAdqAAG,0011U00000rhsj0QAA,Very flexible and convenient to make appointment.
a2p1U000000RolWQAS,0011U00000rjwT5QAI,I don't know many people who don't have XYZ.
a2p1U000000RvE6QAK,0011U00000riIG8QAM,Waited 51 minutes to see doctor before I walked out. I had a appointment and if they were overbooked I  should of been notified
a2p1U000000Rt65QAC,0011U00000rjrNfQAI,"Convenient, friendly and knowledgable doctors and nurses"
a2p3g000000pT7yAAE,0011U000019xycRQAQ,"1. the second interior door is very hard to open
2. the office is not clearly labeled and difficult to find
3. having my photo taken, after I showed a photo id seems offensive and untrusting
4. having to show my insurance card for an employer-sponsored, no charge to my insurance, seemed odd
5. having to complete a document about who to share results was unnecessary
6. results written on a post-in?"
a2p3g000000L02EAAS,0011U00000rjZcpQAE,"Easy to get appointments, staff is helpful, drs are skilled and easy to work with"
a2p1U000000Rt9RQAS,0011U00000rjL9GQAU,Time spent with patient is great!
a2p1U000000RpwRQAS,0011U00000ri8kbQAA,"It,s a great place and they really take care of you"
a2p1U000000RswfQAC,0011U00000rj2mMQAQ,"Firstly, could not figure out how to make an appointment. There was no messaging on the door as to hours, phone number, web address, nothing. Tried to search on HI! but got useleses search results. So finally just went down to the Tower location and asked how I could make an appointment. The desk girl seemed annoyed, but said she could help me. I said I was sick and needed to see someone. She gave some afternoon hours availability. I asked if there was anything sooner and she said 9:15. Stupidly, I took it. She asked me to come right back (8:45) with my ID and Ins card which I did, and got me processed in, then I waited. Was told I'd be seen right in just a few minutes at 9:20, and was ushered in at 9:30 - now missing a meeting with my boss. Processsing by the nurse was slow. I know he probalby thinks that by being slow it provides a sense of ""you matter to me"" but all it was screaming to me was - ""we're on my time now and I""m gonna take my time"". Then, had to wait for the doctor to get finished with another patient, normal but mind, this is now 30 minutes after the appoinment time and I'd now been there an hour. after 10 minutes, doc was available, but they couldn't get the audio to work (really?!?) and said I could either go down to the location where the doctor actually was, or come back later that afternoon ""which ever was conveneint"". well, as a sick person, who was very sick, and did not have time to be there or be sick, neither was ""convenient."" I would like to remind you that people like me, people who are 98% healthy and don't go to the doctor for every little sniffle, people who use these kinds of facilities all have one thing in common - we DON""T HAVE TIME. We don't have time to waste sitting in a waiting room, we don't have time to come back later. We just won't come back."
a2p1U000000RqaMQAS,0011U00000rjB7TQAU,On time- thorough- economical
a2p1U000000RpGOQA0,0011U00000rifp3QAA,They seem to care about your health and take the time to go thoroughly through your health history.
a2p3g000000qUORAA2,0011U00000rjWzLQAU,Very responsive medical staff.
a2p1U000000Rt7tQAC,0011U00000rjZfZQAU,My doctor took the time to address all of my concerns and seemed very efficient.  I was very comfortable talking with her and I never felt rushed.
a2p1U000000RqTyQAK,0011U00000ri3V3QAI,Good sevice
a2p1U000000RtCiQAK,0011U00000riZYXQA2,I have only had one visit and cant recommend on that
a2p4w000002NymMAAS,0014w000031g1i0AAA,"Convenience , and the cost."
a2p4w000002NzFOAA0,0011U00000rj2mJQAQ,I have always received great care from XYZ/XYZ. The providers are knowledgeable and always take time to get to know the patient and the issue they are coming to see them for. They are great at following up and making sure the issue is resolved.
a2p4w000002O0s7AAC,0013g000006tiweAAA,I didn’t feel like my thoughts were valued.
a2p4w000002O1dhAAC,0014w000031qdgJAAQ,They are professional knowledgeable and compassionate..
a2p4w000002O1HHAA0,0014w00002pPaQEAA0,"Thorough, professional, experienced"
a2p4w000002NznfAAC,0014w00002pQBo0AAG,"Not enough Dr's.
Was told in July it would take 5-6 weeks for apt.
My Dr their is gone.  Now I need to start over.  Staff rotations frequent.  I need to choose a new Dr almost every year.

NP's are not Dr's.
Did not like speeking with NP Nathan.  He spoke poorly of my past Dr there.
Then said they will no longer perscribe any narcotics because their bad.
Would not perscribe any medicine for my different conditions.
Only listed OTC medication to use.
Could get the same advise from a Dollar Store clerk in their medication isle.
Refused to perscribe narcodic pain medication even when nsaid long term use created sickness and possible damage.
Hard to get maintence drugs that have been on for decade such as for heart.

Problems scheduling & getting told I need to reschudle the day before apt.

Problems with perscriptions not called into pharmacy.  
Need to call back several times asking for them to submit my perscriptions.  
It takes between a business day to a week for perscriptions to be called in.
Sometimes not all perscribed meds get sent to pharmacy, requiring me to call back because the Dr said he was prescribing multible.

Takes many calls to get refurrals sent or copy of.  Stuck calling specialist, then the health clinic, then the specialist.  Back and forth for more than a week before it goes thru.  Insurance denied claim this year because referral was lost.  Took months to fix.

I get daily emails reminding me of appt and a call the day before to verify.
I got 1 call to verify the appt the morning before & confermed with them.
Then got a message at 5:30pm that I need to call back and conferm again for the same 8am apt.  Except calling back they were closed at 5.

Talking to others at work I hear the same complaints."
a2p4w000002NyiZAAS,0014w00002pPV8LAAW,Went for sinus infection and didn’t even get treated for it...
a2p4w000002Nzx6AAC,0014w00002pQCsLAAW,"Lots of staff turnover, causes confusion and frustration. The doctors have all been good, front staff has greatly improved lately."
a2p4w000002Nz4VAAS,0014w000031g1F9AAI,All personnel were very friendly and answered all questions
a2p4w000002O0SYAA0,0011U00000rjeu9QAA,Ease of access
a2p4w000002O0N9AAK,0011U00000rjjMsQAI,Convenience. Appreciate personal time with doctor.
a2p4w000002KK8pAAG,0013g00000KS7wiAAD,Good patient experience
a2p4w000002O0PtAAK,0014w00002pQM0MAAW,I don’t know your company well enough to answer the question for now.
a2p4w000002O0pwAAC,0014w00002pPb2wAAC,Got in and out in good time
a2p4w000002NzOLAA0,0014w000031g0tLAAQ,They are new to the Aisin Mfg health and wellness center and seem confused about their current policies and procedures.
a2p4w000002O0iHAAS,0014w000031qF77AAE,Happy with the service.  Only complaint I have is I wasn't allowed inside because I was unvaccinated.
a2p4w000002NzrmAAC,0014w00002pQEPlAAO,"The office staff is extremely rude. They talk over you, they don't listen and they've lied to me on more than one occasion.  The NP are very nice and understanding."
a2p4w000002O0riAAC,0011U00000rjYVLQA2,"Prompt, convenient service."
a2p4w000002O1AVAA0,0014w000031rNV2AAM,"I had a very nice phone appointment with a Dr Peterson on Monday October 18 2021 I received a prescription for Antibiotics. I took them as prescribed and they made me very sick. I called the following morning and left 2 messages no reply, called back yesterday left another message no reply . I called and talk with Iris who assured me my message would be given to dr Peterson it’s is now 5:30 pm on Thursday evening and still no results. I am new to using this clinic , however I will not use again and I will not recommend."
a2p1U000000RsRuQAK,0011U00000rjYfJQAU,Convenient
a2p3g000000KyotAAC,0011U00000rhw5uQAA,New patient and just starting. First visit with new doctor.
a2p1U000000RtJHQA0,0011U00000riUEHQA2,Convenience
a2p1U000000RoSRQA0,0011U00000rjLlpQAE,Each visit to XYZ has seemed odd for me. There are never any patients in the waiting room and the office is dark.
a2p1U000000RphEQAS,0011U00000rjUDwQAM,convenience
a2p1U000000RoIRQA0,0011U00000riFykQAE,Coworker cause no copay and didn't have to wait 15-45 mins to see the Dr
a2p3g000000KyoMAAS,0011U00000ritTnQAI,Great care. Could not afford care due to crappy company insurance. You help me manage several chronic illnesses
a2p1U000000RqQAQA0,0011U00000rjW4kQAE,My family are all patients at XYZ already.
a2p1U000000RqRtQAK,0011U00000rivL2QAI,"Quick,convenient service"
a2p1U000000RtSsQAK,0011U00000rhrvCQAQ,"My experience has been limited, so I can't recommend yet.  But so far, so good."
a2p1U000000RqVUQA0,0011U00000rhpcuQAA,Office was very attentive with me. I enjoyed the visit!
a2p1U000000RpKhQAK,0011U00000rjF6YQAU,I like the convenience and this recent one was great as everything worked the way it is supposed to.
a2p1U000000RsRsQAK,0011U00000rj5mJQAQ,"Comprehensive, patient-oriented service. Insurance-sponsored care, making it easier for coverage questions."
a2p1U000000Rp7xQAC,0011U00000rj6Z3QAI,Very limited time slots
a2p3g000000LAbYAAW,0013g000006teqHAAQ,The Doctor Megan was very nice very attentive to your needs. The nurse was very good to.
a2p1U000000RsxlQAC,0011U00000rhw2xQAA,Dr was very knowledgeable and listened
a2p1U000000RsRUQA0,0011U00000sgyayQAA,Enjoyed the doctor as an initial impression.
a2p4w000002O4b0AAC,0013g000007ZZ2eAAG,"I only went once, don’t have enough experience to recommend or not."
a2p1U000000RqHMQA0,0011U00000riv1xQAA,"I did not like the doctor I saw.  He was condescending and made some assumptive remarks that offended me.  (I am not easily offended but when a healthcare professional doesnt take the time to get the right information through questions and then assumes the answer, that offends me.)  I will do everything in my power to NOT go back even though this is the most convenient location for me to see a doctor."
a2p1U000000RqAWQA0,0011U00000rjGTuQAM,"Good experience overall.  Easy to schedule, convenient office.  Dr McCay takes time, shows interest in my well-being and shares great detail."
a2p1U000000RvT6QAK,0011U00000riJ3VQAU,"I like the folks at XYZ and find them comfortable to work with so would recommend them to those looking for basic allopathic medicine. I personally prefer a more functional medicine approach, however, and usually refer folks to the FM folks that I know in the area."
a2p1U000000RuqSQAS,0011U00000sgxbcQAA,Easy to get hold of office and doctor. Decent service.
a2p3g000000LAdmAAG,0011U00000rjax2QAA,"Doctor tends to talk too much about things that are not relevant to my health.  Office visit could have taken half the time.  Understand that some patients may appreciate the extra time, but not me."
a2p1U000000RsaGQAS,0011U00000rjTgZQAU,I like the 24 hr availability
a2p1U000000RsabQAC,0011U00000rhu9DQAQ,attention to detail; taking time to explain concepts and information
a2p1U000000Rt0cQAC,0011U00000rhynUQAQ,"i was ill the next for days and she didnt recommend me to go home. also was unclear if it was a virus or allergies. I had this bug for 4 days. Luckily I was able to work from home for two days, i was contagious and got my trainer sick"
a2p1U000000RomdQAC,0011U00000rk9N5QAI,"Friendly, quick, helped me a lot!"
a2p1U000000Rse7QAC,0011U00000riiwAQAQ,it is very convenient cost effective ease of access
a2p1U000000RpCSQA0,0011U00000rirQuQAI,"Fast, friendly and compassionate staff."
a2p4w000002O3LaAAK,0014w00002pPa0WAAS,"Great, friendly, caring service"
a2p1U000000RpqZQAS,0011U00000rjjxRQAQ,Very caring staff and doctors
a2p3g000000oRpcAAE,0011U00000rjoeRQAQ,Dr. Frantz is excellent
a2p1U000000RoPyQAK,0011U00000ripG7QAI,Free
a2p1U000000RodsQAC,0011U00000rj5flQAA,"great care, curteous, thorough"
a2p1U000000Rt2aQAC,0011U00000riAHpQAM,I think the level of care you receive is good. The doctor really listens to your concerns and issues and is there to help.
a2p1U000000RqIdQAK,0011U00000rjaiyQAA,I personally just don't do referrals.
a2p1U000000RpZsQAK,0011U00000rjXQAQA2,"Problem with unprofessionalism at HWC by one person of Pal. staff/website problems/ slow response after leaving 3 messages, 1 email/ had to redo my account over as portal did not work"
a2p1U000000RsZmQAK,0011U00000rjPg8QAE,Both were friendly and helpful. It was different from most doctor appointments I've had since it was quiet with little commotion going on.
a2p3g000000KzLZAA0,0011U000011EnTEQA0,"It is easy for times when you're sick, because it takes months to get into my PCP, but my first experience was during the Covid-19 outbreak, so I don't have a fair assessment. I wasn't able to be physically examined at the clinic due to the symptoms that I was exhibiting; I was required to do a phone consultation, and then I came in for a flu swan. I was never actually physically evaluated."
a2p1U000000Roz5QAC,0011U00000rj0xhQAA,Knowledgeable easy to talk to staff.
a2p1U000000RpS2QAK,0011U00000rjZKZQA2,Easy to access
a2p1U000000RtQNQA0,0011U00000riXeuQAE,Needs more direction.
a2p1U000000RoEjQAK,0011U00000rilBOQAY,Always very nice and helpful
a2p1U000000RtLiQAK,0011U00000rk2EtQAI,"Quality care, no wait, Drs. take time if you need it.  I saw Dr. Brone this time but will see Dr. Hernandez as closer next time."
